county,state,season,latitude,longitude,date,classification,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,pressure,visibility,wind_bearing,wind_speed,condition_Clear,condition_Overcast,condition_partially_cloudy,condition_Rain,condition_Snow
Oneida County,New York,Fall,43.1546,-75.73906,1946-09-13,Class B,58.0,51.0,42.0,45.9,83.4,100.0,0.75,0.09246594778660613,100.0,1015.4,5.4,113.9,10.3,0,1,0,0,0
Niagara County,New York,Fall,43.19501,-78.54224,1949-10-11,Class A,79.0,71.0,64.0,65.5,82.1,83.3,0.5,0.034,100.0,1011.8,9.4,215.8,18.5,0,0,1,1,0
Monroe County,New York,Fall,39.376484600389865,-97.37305127192984,1937-11-18,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Madison County,New York,Summer,39.376484600389865,-97.37305127192984,1938-07-24,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Lewis County,New York,Summer,39.376484600389865,-97.37305127192984,1940-06-07,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Hamilton County,New York,Summer,39.376484600389865,-97.37305127192984,1949-06-29,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Fulton County,New York,Winter,43.0949,-74.27923,1946-01-19,Class B,55.0,50.0,46.0,44.9,82.9,74.8,0.25,0.091,100.0,1019.1,9.1,339.3,8.1,0,0,1,1,0
Franklin County,New York,Fall,44.43419,-74.18324,1946-09-01,Class B,72.0,57.0,42.0,51.7,83.3,88.9,0.0,0.0,0.0,1018.3,6.5,192.7,19.6,0,0,1,0,0
Essex County,New York,Summer,39.376484600389865,-97.37305127192984,1938-08-09,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Erie County,New York,Summer,39.376484600389865,-97.37305127192984,1945-08-27,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Essex County,New York,Summer,44.26646,-74.14589,1937-08-03,Class A,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Delaware County,New York,Fall,39.376484600389865,-97.37305127192984,1942-11-06,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Cortland County,New York,Winter,39.376484600389865,-97.37305127192984,1947-12-28,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Columbia County,New York,Spring,39.376484600389865,-97.37305127192984,1948-03-02,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clinton County,New York,Summer,39.376484600389865,-97.37305127192984,1941-07-14,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Clinton County,New York,Winter,44.66399,-73.73606,1942-01-30,Class B,41.0,38.0,34.0,32.5,80.8,92.1,0.25,0.083,100.0,1013.4,9.6,204.2,15.1,0,1,0,1,0
Delaware County,New York,Winter,42.36176,-75.0116,1945-01-14,Class A,36.0,31.0,28.0,21.6,69.4,96.4,1.0,0.09246594778660613,100.0,1016.9728384991843,7.8,165.5,12.8,0,1,0,0,0
Delaware County,New York,Fall,42.0837,-75.38025,1942-10-30,Class B,70.0,57.0,45.0,43.8,61.6,0.0,1.0,0.02,100.0,1025.3,9.9,199.0,12.8,0,0,0,1,0
Dutchess County,New York,Spring,41.97341,-73.66616,1940-03-02,Class B,76.0,65.0,54.0,41.7,43.6,87.6,0.5,0.0,0.0,1015.7,16.1,8.2,14.9,0,0,1,0,0
Dutchess County,New York,Summer,41.59773,-73.64642,1939-06-14,Class B,86.0,73.0,65.0,65.0,77.6,34.7,0.0,0.175,100.0,1009.2,7.8,191.2,11.3,0,0,1,1,0
Dutchess County,New York,Summer,41.94512,-73.87915,1940-07-31,Class A,41.0,34.0,31.0,21.1,59.6,62.8,0.0,0.003,100.0,1005.3,9.3,243.2,8.6,0,0,1,1,1
Dutchess County,New York,Fall,41.87219,-73.55858,1942-11-23,Class A,46.0,40.0,34.0,25.5,56.2,64.3,0.25,0.0,0.0,1021.3,9.9,230.8,9.2,0,0,1,0,0
Dutchess County,New York,Spring,41.60511,-73.59506,1941-03-25,Class B,38.0,27.0,17.0,3.9,38.4,7.4,0.0,0.0,0.0,1012.7,9.9,338.4,14.0,1,0,0,0,0
Essex County,New York,Fall,39.376484600389865,-97.37305127192984,1947-11-07,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Essex County,New York,Fall,39.376484600389865,-97.37305127192984,1949-11-29,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Essex County,New York,Fall,39.376484600389865,-97.37305127192984,1940-09-13,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Essex County,New York,Fall,44.1856,-73.8094,1938-10-27,Class B,31.0,26.0,20.0,22.7,88.8,94.8,1.0,0.0,0.0,1007.9,8.6,106.9,6.6,0,1,0,0,0
Essex County,New York,Summer,43.81495,-74.00528,1939-08-06,Class B,82.0,70.0,54.0,60.0,73.4,24.0,0.5,0.023,100.0,1015.2,6.1,196.7,10.3,0,0,1,1,0
Essex County,New York,Summer,44.22388,-73.87529,1940-07-05,Class A,71.0,64.0,48.0,50.2,63.6,34.6,1.0,0.0,0.0,1005.2,9.9,292.3,13.4,0,0,1,0,0
Essex County,New York,Summer,44.48551,-73.52519,1939-08-01,Class A,82.0,69.0,52.0,55.4,64.7,19.1,0.0,0.0,0.0,1015.4,9.9,159.2,10.2,1,0,0,0,0
Fulton County,New York,Summer,39.376484600389865,-97.37305127192984,1944-08-03,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Fulton County,New York,Summer,43.13206,-74.47383,1937-08-30,Class B,83.0,74.0,60.0,59.8,63.6,0.0,1.0,0.0,0.0,1019.8,9.8,295.7,9.2,1,0,0,0,0
Hamilton County,New York,Summer,39.376484600389865,-97.37305127192984,1950-06-22,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Hamilton County,New York,Spring,43.61833,-74.75611,1943-05-26,Class B,61.0,54.0,46.0,45.6,76.2,95.0,0.5,0.09246594778660613,100.0,1015.1,29.8,255.4,5.8,0,1,0,0,0
Hamilton County,New York,Fall,43.30679,-74.15429,1943-10-29,Class B,85.0,70.0,57.0,62.1,76.3,44.5,0.5,0.0,0.0,1013.7,9.5,186.5,13.7,0,0,1,0,0
Hamilton County,New York,Summer,43.46181,-74.23166,1945-07-04,Class A,78.0,67.0,53.0,54.5,67.4,6.7,0.5,0.0,0.0,1022.8,9.6,42.4,8.1,1,0,0,0,0
Monroe County,New York,Summer,43.2696,-77.664,1945-08-03,Class B,72.0,67.0,60.0,65.2,95.2,90.8,0.75,0.834,100.0,1010.6,7.7,322.4,14.8,0,1,0,1,0
Chenango County,New York,Summer,39.376484600389865,-97.37305127192984,1940-07-02,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Chemung County,New York,Winter,39.376484600389865,-97.37305127192984,1949-12-08,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Chautauqua County,New York,Fall,39.376484600389865,-97.37305127192984,1937-09-30,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Cattaraugus County,New York,Summer,39.376484600389865,-97.37305127192984,1946-07-20,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Broome County,New York,Fall,39.376484600389865,-97.37305127192984,1948-09-02,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Allegany County,New York,Winter,42.09785,-77.93121,1949-01-06,Class A,43.0,27.0,10.0,15.4,65.6,0.0,0.25,0.0,0.0,1021.3,9.5,149.1,11.4,1,0,0,0,0
Albany County,New York,Summer,39.376484600389865,-97.37305127192984,1945-06-23,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Warren County,Ohio,Spring,39.13595,-84.17227,1946-04-18,Class A,37.0,35.0,33.0,27.2,72.4,99.2,0.0,0.0,0.0,1029.1,9.9,337.0,8.6,0,1,0,0,0
Union County,Ohio,Fall,40.47326,-83.44371,1942-09-21,Class B,60.0,48.0,37.0,36.0,63.3,80.6,0.75,0.0,0.0,1029.7,12.2,109.3,9.2,0,0,1,0,0
Tuscarawas County,Ohio,Fall,40.28488,-81.58699,1948-11-09,Class A,62.0,51.0,39.0,44.0,76.9,86.0,0.75,0.985,100.0,1004.1,7.5,192.7,20.8,0,0,1,1,0
Trumbull County,Ohio,Winter,41.1462,-80.62124,1950-02-07,Class B,55.0,52.0,48.0,48.6,89.2,92.8,0.0,0.238,100.0,1002.9,6.0,133.4,12.6,0,1,0,1,0
Summit County,Ohio,Fall,41.10765,-81.4311,1938-10-06,Class A,76.0,66.0,54.0,50.8,61.9,4.0,1.0,0.0,0.0,1022.9,12.4,28.3,9.1,1,0,0,0,0
Shelby County,Ohio,Fall,40.24354,-84.18491,1949-11-11,Class A,76.0,68.0,61.0,57.4,68.5,69.4,0.5,0.031,100.0,1014.3,9.7,209.8,16.3,0,0,1,1,0
Scioto County,Ohio,Fall,38.77727,-83.18179,1937-09-21,Class B,67.0,58.0,50.0,36.5,44.4,77.1,0.75,0.0,0.0,1021.6,9.9,139.6,11.6,0,0,1,0,0
Sandusky County,Ohio,Fall,41.29247,-83.05098,1940-09-06,Class A,42.0,40.0,38.0,32.4,75.6,85.2,0.25,0.127,100.0,1011.7,9.5,239.3,15.7,0,0,1,1,0
Scioto County,Ohio,Summer,38.68516,-83.12916,1941-08-05,Class B,83.0,72.0,62.0,66.1,83.0,25.0,0.0,0.0,0.0,1017.1,7.7,87.7,8.1,0,0,1,0,0
Scioto County,Ohio,Fall,38.74899,-82.97854,1938-09-21,Class A,84.0,74.0,68.0,68.6,82.8,70.0,1.0,0.012,100.0,1016.3,7.3,218.5,13.9,0,0,1,1,0
Scioto County,Ohio,Fall,38.83628,-83.12873,1941-09-30,Class A,71.0,58.0,50.0,50.6,79.6,51.7,0.5,0.0,0.0,1019.5,7.1,227.9,9.2,0,0,1,0,0
Scioto County,Ohio,Summer,38.79215,-82.93085,1946-08-15,Class A,72.0,69.0,64.0,66.1,89.6,51.0,0.25,0.213,100.0,1016.3,4.4,158.7,5.8,0,0,1,1,0
Scioto County,Ohio,Summer,38.69322,-83.12891,1947-06-21,Class B,93.0,81.0,68.0,67.5,67.4,13.9,0.75,0.0,0.0,1017.9,5.6,7.1,4.7,1,0,0,0,0
Scioto County,Ohio,Winter,38.9506,-83.02551,1948-01-11,Class B,42.0,35.0,30.0,22.9,61.8,51.4,0.5,0.0,0.0,1005.4,8.6,236.5,14.1,0,0,1,0,0
Stark County,Ohio,Fall,40.79362,-81.32337,1943-09-12,Class B,84.0,67.0,55.0,59.2,78.1,39.4,0.5,0.0,0.0,1021.4,6.8,311.9,7.0,0,0,1,0,0
Stark County,Ohio,Summer,40.67979,-81.51075,1950-08-18,Class A,71.0,66.0,62.0,54.0,66.0,96.1,1.0,0.0,0.0,1017.1,9.1,85.0,13.6,0,1,0,0,0
Stark County,Ohio,Summer,40.7343,-81.15622,1940-07-27,Class A,81.0,71.0,60.0,59.0,68.0,50.0,1.0,0.0,0.0,1017.4,7.1,207.2,12.8,0,0,1,0,0
Stark County,Ohio,Summer,40.74451,-81.0758,1940-06-09,Class A,77.0,66.0,55.0,54.1,67.9,16.4,0.75,0.0,0.0,1025.6,16.1,42.2,8.6,1,0,0,0,0
Stark County,Ohio,Summer,40.75079,-81.27147,1947-07-22,Class B,85.0,72.0,60.0,57.6,63.7,65.4,0.25,0.0,0.0,1015.6,7.6,268.0,17.6,0,0,1,0,0
Stark County,Ohio,Winter,40.75872,-81.19895,1944-12-17,Class A,22.0,17.0,10.0,11.3,77.9,74.7,0.5,0.059,100.0,1013.0,9.9,230.9,19.6,0,0,1,0,1
Stark County,Ohio,Winter,40.74065,-81.35575,1949-01-13,Class A,42.0,34.0,21.0,27.4,78.6,100.0,0.5,0.319,100.0,1014.4,5.4,167.7,21.9,0,1,0,1,1
Stark County,Ohio,Winter,40.77789,-81.25768,1944-01-25,Class A,46.0,32.0,22.0,20.7,64.1,81.4,0.0,0.012,100.0,1027.6,8.4,119.7,16.1,0,0,1,1,1
Stark County,Ohio,Fall,40.90177,-81.26729,1949-09-07,Class B,55.0,44.0,34.0,30.8,61.1,35.3,0.5,0.0,0.0,1020.1,9.9,271.4,15.9,0,0,1,0,0
Stark County,Ohio,Summer,40.79438,-81.31219,1939-07-01,Class A,77.0,68.0,64.0,62.6,85.2,84.6,0.5,0.0,0.0,1013.1,4.4,308.4,6.5,0,0,1,0,0
Summit County,Ohio,Summer,41.29621,-81.5745,1950-06-29,Class A,17.0,13.0,10.0,3.9,68.1,71.0,0.0,0.013,100.0,1026.0,8.2,251.1,17.4,0,0,1,0,1
Summit County,Ohio,Winter,41.31609,-81.56152,1947-01-23,Class B,61.0,45.0,32.0,28.2,52.7,14.6,0.25,0.0,0.0,1026.8,13.0,209.6,17.3,1,0,0,0,0
Summit County,Ohio,Fall,41.23638,-81.62379,1946-11-18,Class A,66.0,57.0,47.0,43.0,60.8,64.7,0.5,0.0,0.0,1015.3,9.9,309.2,27.5,0,0,1,0,0
Summit County,Ohio,Summer,41.35208,-81.57021,1947-08-08,Class B,91.0,81.0,74.0,61.5,52.8,70.2,0.25,0.04,100.0,1016.8,8.2,129.8,12.4,0,0,1,1,0
Summit County,Ohio,Summer,41.2584,-81.56255,1948-08-28,Class A,82.0,72.0,64.0,60.9,68.7,51.2,0.5,0.062,100.0,1015.2,4.7,206.6,12.5,0,0,1,1,0
Summit County,Ohio,Winter,41.25248,-81.60838,1949-12-09,Class B,31.0,29.0,28.0,18.3,63.3,94.4,0.5,0.0,0.0,1016.4,9.7,233.5,26.9,0,1,0,0,0
Summit County,Ohio,Fall,41.16984,-81.64181,1946-11-11,Class B,42.0,40.0,39.0,35.4,82.0,99.3,0.5,0.025,100.0,1021.8,6.3,268.9,11.9,0,1,0,1,0
Summit County,Ohio,Summer,41.23739,-81.60576,1939-08-31,Class A,88.0,73.0,58.0,57.0,59.1,26.5,0.0,0.0,0.0,1017.6,9.5,224.1,12.9,0,0,1,0,0
Summit County,Ohio,Spring,39.376484600389865,-97.37305127192984,1945-03-14,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Summit County,Ohio,Spring,41.21424,-81.5168,1944-03-15,Class B,80.0,67.0,50.0,43.3,45.1,18.8,0.25,0.0,0.0,1024.5,9.9,198.6,10.9,1,0,0,0,0
Summit County,Ohio,Spring,41.23925,-81.62295,1940-03-28,Class A,82.0,72.0,64.0,64.8,77.5,63.6,0.75,0.735,100.0,1006.2,9.2,234.5,16.0,0,0,1,1,0
Trumbull County,Ohio,Winter,41.36755,-80.76735,1950-01-30,Class A,26.0,22.0,20.0,16.4,79.1,100.0,1.0,0.004,100.0,1015.4,5.5,266.2,19.6,0,1,0,0,1
Trumbull County,Ohio,Summer,41.42579,-80.89096,1944-07-10,Class A,72.0,61.0,49.0,49.3,69.4,51.5,0.75,0.0,0.0,1018.0,9.7,321.4,11.3,0,0,1,0,0
Trumbull County,Ohio,Spring,39.74678,-89.34647,1945-05-11,Class B,29.0,26.0,23.0,18.5,73.2,77.8,0.75,0.0,0.0,1014.8,8.7,296.3,20.8,0,0,1,0,0
Tuscarawas County,Ohio,Summer,40.62147,-81.34993,1947-06-29,Class B,91.0,79.0,67.0,55.6,46.3,33.3,0.0,0.0,0.0,1021.8,7.3,223.3,17.5,0,0,1,0,0
Tuscarawas County,Ohio,Summer,40.36831,-81.32809,1946-08-22,Class A,70.0,59.0,49.0,49.0,72.8,18.1,0.25,0.0,0.0,1025.7,15.0,48.9,12.7,1,0,0,0,0
Tuscarawas County,Ohio,Spring,40.27488,-81.51749,1941-05-17,Class A,73.0,52.0,44.0,43.6,73.1,88.1,0.75,0.11,100.0,1003.6,12.5,243.5,26.8,0,0,1,1,0
Tuscarawas County,Ohio,Fall,40.6298,-81.5693,1948-09-29,Class B,61.0,58.0,54.0,54.7,89.2,86.0,0.25,0.0,0.0,1020.5,6.3,130.8,6.6,0,0,1,0,0
Tuscarawas County,Ohio,Summer,40.20275,-81.1188,1940-08-17,Class B,42.0,35.0,30.0,24.0,64.9,69.7,0.5,0.0,0.0,1021.0,9.2,89.9,8.4,0,0,1,0,0
Tuscarawas County,Ohio,Summer,40.47672,-81.39331,1944-07-10,Class A,80.0,68.0,53.0,53.3,63.0,29.2,0.75,0.012,100.0,1015.5,8.6,215.5,8.1,0,0,1,1,0
Vinton County,Ohio,Winter,39.25109,-82.3997,1940-12-31,Class B,80.0,68.0,53.0,53.3,63.0,29.2,0.75,0.012,100.0,1015.5,8.6,215.5,8.1,0,0,1,1,0
Vinton County,Ohio,Fall,39.14299,-82.41166,1937-10-11,Class A,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Vinton County,Ohio,Spring,39.17029,-82.47604,1941-04-06,Class A,74.0,65.0,54.0,46.0,52.0,2.5,0.75,0.09246594778660613,100.0,1008.4,9.9,284.3,16.1,1,0,0,0,0
Vinton County,Ohio,Summer,39.24523,-82.27037,1940-07-26,Class B,72.0,60.0,47.0,45.8,62.3,0.0,0.0,0.0,0.0,1020.7,9.9,35.5,9.2,1,0,0,0,0
Warren County,Ohio,Spring,39.42606,-84.10463,1939-04-12,Class B,64.0,55.0,46.0,43.4,67.3,86.5,0.75,0.258,100.0,1008.6,9.1,172.5,20.6,0,0,1,1,0
Warren County,Ohio,Winter,39.40836,-84.10006,1937-01-22,Class B,51.0,45.0,40.0,36.8,72.4,66.6,0.25,0.0,0.0,1010.0,9.8,298.2,21.7,0,0,1,0,0
Allegany County,New York,Winter,42.24542,-77.98756,1945-02-16,Class B,34.0,25.0,12.0,21.4,88.4,89.0,1.0,0.072,100.0,1012.4,7.1,226.5,13.9,0,0,1,1,1
Broome County,New York,Winter,39.376484600389865,-97.37305127192984,1938-01-04,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Cattaraugus County,New York,Fall,39.376484600389865,-97.37305127192984,1950-11-03,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Cattaraugus County,New York,Fall,42.15947,-78.82683,1937-09-03,Class A,57.0,52.0,46.0,46.1,81.2,93.4,0.0,0.162,100.0,995.8,7.6,181.3,16.2,0,1,0,1,0
Cattaraugus County,New York,Summer,42.06832,-78.7492,1950-08-07,Class A,79.0,68.0,63.0,62.0,82.0,76.5,0.5,0.257,100.0,1006.6,8.0,287.1,11.9,0,0,1,1,0
Chemung County,New York,Summer,39.376484600389865,-97.37305127192984,1944-07-26,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Chemung County,New York,Fall,39.376484600389865,-97.37305127192984,1944-11-13,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Chenango County,New York,Summer,39.376484600389865,-97.37305127192984,1944-08-05,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Ross County,Ohio,Summer,39.49265,-83.11422,1941-07-12,Class A,79.0,69.0,56.0,59.3,73.2,72.0,0.75,0.0,0.0,1016.8,12.4,166.0,12.4,0,0,1,0,0
Preble County,Ohio,Spring,39.70042,-84.62567,1940-03-12,Class A,88.0,77.0,65.0,61.2,61.1,35.9,0.0,0.098,100.0,1019.1,5.6,251.0,12.4,0,0,1,1,0
Portage County,Ohio,Summer,41.30265,-81.30896,1945-08-06,Class A,88.0,77.0,65.0,61.2,61.1,35.9,0.0,0.098,100.0,1019.1,5.6,251.0,12.4,0,0,1,1,0
Pike County,Ohio,Winter,39.17257,-83.26393,1941-02-17,Class A,30.0,23.0,11.0,9.2,57.9,30.7,0.5,0.0,0.0,1029.7,9.9,227.7,10.7,0,0,1,0,0
Perry County,Ohio,Summer,39.78594,-82.29162,1945-08-24,Class A,88.0,73.0,58.0,59.4,64.9,38.0,1.0,0.0,0.0,1015.6,8.6,218.3,9.1,0,0,1,0,0
Ottawa County,Ohio,Spring,41.48962,-83.06977,1944-05-05,Class B,71.0,50.0,28.0,30.9,53.0,29.5,1.0,0.0,0.0,1025.2,12.1,158.0,14.2,0,0,1,0,0
Noble County,Ohio,Winter,39.63382,-81.40079,1939-01-01,Class B,71.0,50.0,28.0,30.9,53.0,29.5,1.0,0.0,0.0,1025.2,12.1,158.0,14.2,0,0,1,0,0
Muskingum County,Ohio,Spring,40.04603,-82.14536,1948-04-20,Class B,62.0,44.0,27.0,28.1,56.3,11.5,0.25,0.0,0.0,1028.0,13.3,216.5,16.0,1,0,0,0,0
Morrow County,Ohio,Summer,40.38609,-82.69884,1937-07-04,Class A,81.0,73.0,62.0,48.6,44.2,44.6,0.5,0.0,0.0,1007.5,13.5,260.9,23.0,0,0,1,0,0
Montgomery County,Ohio,Fall,39.61205,-84.36754,1939-09-24,Class B,77.0,66.0,54.0,51.7,64.9,4.4,0.0,0.0,0.0,1019.4,10.5,353.4,6.1,1,0,0,0,0
Monroe County,Ohio,Winter,39.75531,-81.02917,1947-12-14,Class B,49.0,40.0,35.0,24.5,54.2,42.0,0.25,0.0,0.0,1023.2,12.5,238.4,15.6,0,0,1,0,0
Miami County,Ohio,Summer,39.9784,-84.1735,1938-06-03,Class B,86.0,77.0,68.0,70.4,81.0,53.4,0.0,0.071,100.0,1016.0,8.6,106.9,11.3,0,0,1,1,0
Medina County,Ohio,Fall,41.02572,-81.77677,1939-10-10,Class A,73.0,66.0,61.0,57.8,75.2,83.9,0.25,0.008,100.0,1018.2,7.6,235.9,12.4,0,0,1,1,0
Mahoning County,Ohio,Summer,41.1174,-80.9835,1941-08-13,Class A,82.0,72.0,57.0,62.6,74.3,77.3,0.75,0.09246594778660613,100.0,1019.6,5.8,222.0,18.2,0,0,1,0,0
Madison County,Ohio,Winter,39.96627,-83.51394,1948-12-03,Class A,29.0,26.0,23.0,21.6,83.4,99.6,0.75,0.007,100.0,1021.1,6.6,225.8,16.7,0,1,0,0,1
Lorain County,Ohio,Summer,41.38274,-82.12263,1941-06-30,Class B,29.0,26.0,23.0,21.6,83.4,99.6,0.75,0.007,100.0,1021.1,6.6,225.8,16.7,0,1,0,0,1
Lorain County,Ohio,Summer,41.40985,-82.11172,1949-08-19,Class A,83.0,73.0,67.0,68.3,84.9,94.1,1.0,0.657,100.0,1014.3,5.8,231.5,17.2,0,1,0,1,0
Lorain County,Ohio,Fall,41.27939,-82.21939,1946-09-06,Class B,68.0,52.0,40.0,38.2,63.1,34.7,0.75,0.0,0.0,1025.6,16.2,196.9,9.6,0,0,1,0,0
Mahoning County,Ohio,Summer,41.05304,-80.51186,1939-06-11,Class A,76.0,68.0,60.0,56.9,72.1,50.3,0.25,0.0,0.0,1010.1,8.7,299.4,17.9,0,0,1,0,0
Mahoning County,Ohio,Fall,41.09087,-80.77592,1948-11-17,Class A,66.0,52.0,40.0,40.8,68.8,8.6,0.5,0.0,0.0,1024.5,9.9,14.1,13.5,1,0,0,0,0
Mahoning County,Ohio,Spring,41.12884,-80.85832,1947-04-22,Class B,60.0,51.0,43.0,44.2,77.4,99.8,0.0,0.046,100.0,1013.1,8.7,263.6,19.9,0,1,0,1,0
Mahoning County,Ohio,Summer,40.95818,-80.97507,1942-07-02,Class A,80.0,71.0,65.0,62.6,76.2,51.8,0.75,0.001,100.0,1016.6,7.7,355.0,10.0,0,0,1,1,0
Mahoning County,Ohio,Spring,41.11447,-80.14099,1945-04-29,Class B,64.0,61.0,56.0,57.0,88.1,85.0,0.0,0.507,100.0,1012.5,8.3,117.4,8.3,0,0,1,1,0
